width	height	description	isModerated	moderatedBy	predicted
8_17_519	315	66	Позволял своим	1	Norlist	
8_17_521	541	62	позволял своим	1	Norlist	
8_17_522	444	83	Позволял своим	1	Norlist	
8_17_523	536	91	Позволял своим	1	Norlist	
8_17_525	529	85	Позволял своим	1	Norlist	
8_17_526	565	83	Позволял своим	1	Daniyar Borisovich	
8_17_527	638	84	Позволяя своим	1	Norlist	
8_17_829	513	89	Позволял своим	1	Norlist	
8_17_832	350	77	позволял своим	1	Norlist	
8_17_833	494	66	Позволял своим	1	Norlist	
8_17_834	513	102	Позволял своим	1	Norlist	
8_17_835	586	102	Позволял свнцы	1	Norlist	
8_17_836	556	95	Позволял своим	1	Norlist	
8_17_837	593	83	Позволял своим	1	Norlist	
8_17_838	408	97	Позволял своим	1	Norlist	
8_17_839	537	95	Позволял своим	1	Norlist	
8_17_840	549	98	Позволял своим	1	Norlist	
8_17_841	487	82	Позволял своим	1	Norlist	
8_17_842	532	78	Позволял своим	1	Norlist	
8_17_843	576	103	Позволял своим	1	Norlist	
8_17_844	670	54	Позволяло своил	1	Norlist	
8_17_845	482	103	Позволял своим	1	Norlist	
8_17_846	498	76	Позволял своим	1	Norlist	
8_17_847	489	66	Позволял своим	1	Norlist	
8_17_848	447	84	Позволял своим	1	Norlist	
8_17_849	552	64	Позволял своим	1	Norlist	
8_17_850	588	86	Позволяи своим	1	Norlist	
8_17_851	568	89	Позволял своим	1	Norlist	
8_17_852	604	80	Позволять своим	1	Norlist	
8_18_472	231	79	все звуки,	1	Norlist	
8_18_473	345	85	все звуки	1	Daniyar Borisovich	
8_18_475	329	73	все звуки,	1	Norlist	
8_18_477_	372	86	все звуки,	1	Daniyar Borisovich	
8_18_478	409	75	все звуки,	1	Norlist	
8_18_479	303	93	все звуки,	1	Norlist	
8_18_480_	372	98	все звуки,	1	Daniyar Borisovich	
8_18_481	418	81	все звуки,	1	Norlist	
8_18_482	444	86	все звуки,	1	Norlist	
8_18_483	335	94	все звуки	1	Daniyar Borisovich	
8_18_484	370	86	все звуки,	1	Norlist	
8_18_485	308	82	все звуки,	1	Norlist	
8_18_487	310	63	все звуки,	1	Daniyar Borisovich	
8_18_488	438	70	все звуки	1	Norlist	
8_18_489	352	107	все звуки,	1	Norlist	
8_18_490	330	79	все звуки,	1	Norlist	
8_18_491	371	114	все звуки,	1	Daniyar Borisovich	
8_18_493	274	96	все звуки,	1	Norlist	
8_18_494	410	106	все звуки,	1	Daniyar Borisovich	
8_18_495	409	87	все звуки	1	Norlist	
8_18_496	346	76	все звуки,	1	Norlist	
8_18_497	285	83	все звуки,	1	Norlist	
8_18_498	412	90	все звуки	1	Daniyar Borisovich	
8_18_501	310	77	все звуки,	1	Norlist	
8_18_502	342	99	все звуки	1	Daniyar Borisovich	
8_18_505	387	98	все звуки,	1	Daniyar Borisovich	
8_18_506_	368	83	все звуки,	1	Daniyar Borisovich	
8_18_507_	389	93	все звуки,	1	Daniyar Borisovich	
8_18_508	374	79	все звуки	1	Daniyar Borisovich	
8_18_509	310	87	все звуки,	1	Norlist	
8_18_511	345	91	все звуки,	1	Daniyar Borisovich	
8_18_512	326	91	все звуки,	1	Daniyar Borisovich	
8_18_513	294	80	все звуки,	1	Daniyar Borisovich	
8_18_514	476	66	все звуки,	1	Norlist	
8_18_515	344	82	все звуки,	1	Norlist	
8_18_516	310	75	все звуки	1	Norlist	
8_18_517	338	68	все звуки,	1	Daniyar Borisovich	
8_18_519	195	74	все звуки,	1	Norlist	
8_18_521	396	73	все звуки,	1	Norlist	
8_18_522	276	74	все звуки,	1	Norlist	
8_18_523	329	86	все звуки,	1	Norlist	
8_18_525	406	101	все звуки,	1	Norlist	
8_18_526	334	99	все звуки,	1	Daniyar Borisovich	
8_18_527	422	84	все звуки	1	Norlist	
8_18_829	261	84	все звуки	1	Norlist	
8_18_832	238	90	все звуки,	1	Norlist	
8_18_833	314	72	все звуки,	1	Norlist	
8_18_834	319	94	все звуки,	1	Norlist	
8_18_835	327	103	все звуки,	1	Norlist	
8_18_836	393	86	все звуки,	1	Norlist	
8_18_837	383	87	все звуки,	1	Norlist	
8_18_838	280	93	все звуки	1	Norlist	
8_18_839	373	91	все звуки,	1	Norlist	
8_18_841	280	78	все звуки	1	Norlist	
8_18_842	312	74	все звуки,	1	Norlist	
8_18_843	366	100	все звуки,	1	Norlist	
8_18_844	432	77	все звуки,	1	Norlist	
8_18_845	318	106	все звуки,	1	Norlist	
8_18_846	329	71	все звуки,	1	Norlist	
8_18_847	307	86	все звуки	1	Norlist	
8_18_848	321	81	все звуки,	1	Norlist	
8_18_849	378	72	все звуки,	1	Norlist	
8_18_850	339	106	все звуки,	1	Norlist	
8_18_851	387	85	все звуки	1	Norlist	
8_18_852	350	90	все звуки,	1	Norlist	
8_19_472	460	55	перешел на шепот.	1	Norlist	
8_19_473	619	59	перешел на шепот	1	Daniyar Borisovich	
8_19_475	589	53	перешел на шепят.	1	Norlist	
8_19_477_	707	50	перешел на шепот	1	Daniyar Borisovich	
8_19_478	652	52	перешел на шепот.	1	Norlist	
8_19_480_	665	98	перешел на шепот	1	Daniyar Borisovich	
8_19_481	651	72	перешел на шепот	1	Norlist	
8_19_482	795	71	перешел на шепот	1	Daniyar Borisovich	
8_19_483	671	48	перешел на шепот.	1	Daniyar Borisovich	
8_19_484	631	71	перешел на шепот	1	Norlist	
8_19_485	572	72	перешел на шепот	1	Norlist	
8_19_487	649	68	перешел на шепот	1	Daniyar Borisovich	
8_19_488	669	62	перешел на шепот	1	Norlist	
8_19_489	651	78	перешел на шепот	1	Norlist	
8_19_490	604	55	перешел на шепот	1	Norlist	
8_19_491	615	65	перешел на шепот	1	Daniyar Borisovich	
8_19_492	731	58	перешел на шепот.	1	Daniyar Borisovich	
8_19_493	542	61	перешел на шепот	1	Norlist	
8_19_494	659	78	перешел на шепот	1	Daniyar Borisovich	
8_19_495	647	72	перешел на шепот	1	Norlist	
8_19_496	565	67	перешел на шепот.	1	Norlist	
8_19_497	646	49	перешел на шепот.	1	Norlist	
8_19_498	864	85	перешел на шепот	1	Daniyar Borisovich	
8_19_500	633	101	перешел на шепот.	1	Daniyar Borisovich	
8_19_501	539	64	перешел на шепот.	1	Norlist	
8_19_502	682	78	перешел на шепот	1	Daniyar Borisovich	
8_19_503	694	77	перешел на шепот	1	Daniyar Borisovich	
8_19_505	707	96	перешел на шепот	1	Daniyar Borisovich	
8_19_506_	687	73	перешел на шепот	1	Daniyar Borisovich	
8_19_507_	648	55	перешел на шепот	1	Daniyar Borisovich	
8_19_508	678	50	перешел на шепот	1	Daniyar Borisovich	
8_19_509	558	68	перешел на шепот	1	Norlist	
8_19_511	697	68	перешел на шепот	1	Daniyar Borisovich	
8_19_512	613	82	перешел на шепот	1	Daniyar Borisovich	
8_19_513	589	64	перешел на шепот.	1	Daniyar Borisovich	
8_19_514	730	53	перешел на шепот	1	Norlist	
8_19_515	629	43	перешел на шепот	1	Norlist	
8_19_516	679	57	перешел на шепот.	1	Norlist	
8_19_517	579	60	перешел на шепот.	1	Daniyar Borisovich	
8_19_519	372	43	перешел на шепот.	1	Norlist	
8_19_521	585	58	перешел на шепот	1	Norlist	
8_19_522	542	73	перешел на шепот	1	Norlist	
8_19_523	601	68	перешел на шепот.	1	Norlist	
8_19_525	685	87	перешел на шепот.	1	Norlist	
8_19_526	661	66	перешел на шепот	1	Daniyar Borisovich	
8_19_527	689	85	перешел на шепот	1	Norlist	
8_19_828	654	67	терешел на шепот	1	Norlist	
8_19_829	603	57	перешел на шепот	1	Norlist	
8_19_831	684	89	перешел на шепот.	1	Norlist	
8_19_832	461	67	перешел на шепот	1	Norlist	
8_19_833	622	47	перешел на шепот	1	Norlist	
8_19_834	601	66	перешел на шепот	1	Norlist	
8_19_835	635	64	перешел на шепот	1	Norlist	
8_19_836	650	59	перешел на шепот.	1	Norlist	
8_19_837	624	58	перешел на шепо	1	Norlist	
8_19_838	496	64	перешел на шепот	1	Norlist	
8_19_839	629	67	перешел на шепот	1	Norlist	
8_19_840	620	61	перешел на шепл	1	Norlist	
8_19_841	561	46	перешел на шепот	1	Norlist	
8_19_842	701	63	перешел на шепот.	1	Norlist	
8_19_843	670	60	перешел на шепот.	1	Norlist	
8_19_844	691	52	перешел на шепоп.	1	Norlist	
8_19_845	588	80	перешел на шепот.	1	Norlist	
8_19_846	617	52	перешел на шепот.	1	Norlist	
8_19_847	594	51	перешел на шопот	1	Norlist	
8_19_848	561	49	перешел на шепот.	1	Norlist	
8_19_849	632	56	перешел на шепот	1	Norlist	
8_19_850	619	52	перешел на шепот	1	Norlist	
8_19_851	656	72	перешел на шепот	1	Norlist	
8_19_852	611	58	перешел на шепот	1	Norlist	
8_1_472	416	62	выжигал свой	1	Norlist	
8_1_473	481	77	выжигал свой	1	Norlist	
8_1_475	398	57	выжигал свой	1	Norlist	
8_1_476	562	73	выжигал свой	1	Norlist	
8_1_478	535	61	выжигал свой	1	Norlist	
8_1_479	447	81	выжигал свой	1	Norlist	
8_1_480	534	57	выжигал свой	1	Norlist	
8_1_481	539	64	выжигал свой	1	Norlist	
8_1_482	559	73	Выжигал свой	1	Norlist	
8_1_484	524	71	выжигал свой	1	Norlist	
8_1_485	410	64	выжигал свой	1	Norlist	
8_1_487	453	54	выжигал свой	1	Norlist	
8_1_488	496	81	выжигал свой	1	Norlist	
8_1_489	470	54	выжигал свой	1	Norlist	
8_1_490	451	53	выжигал свой	1	Norlist	
8_1_491	467	70	выжигал свой	1	Norlist	
8_1_492	588	71	выжигал свой	1	Norlist	
8_1_493	428	62	выжигал свой	1	Norlist	
8_1_495	570	65	выжигал свой	1	Norlist	
8_1_496	474	67	выжигал свой	1	Norlist	
8_1_497	528	46	выжигал свой	1	Norlist	
8_1_498	636	79	выжигал свой	1	Norlist	
8_1_501	418	63	выжигал свой	1	Norlist	
8_1_502	512	88	выжигал свой	1	Norlist	
8_1_505	545	75	выжигал свой	1	Norlist	
8_1_506	619	80	выжигал свой	1	Norlist	
8_1_507	581	67	выжигал свой	1	Norlist	
8_1_509	471	60	выжигал свой	1	Norlist	
8_1_512	499	63	выжигал свой	1	Norlist	
8_1_514	583	76	выжигал свой	1	Norlist	
8_1_515	477	78	выжигол свой	1	Norlist	
8_1_516	481	69	выжигал свой	1	Norlist	
8_1_517	523	73	выжигал свой	1	Daniyar Borisovich	
8_1_519	295	52	выжигал свой	1	Norlist	
8_1_521	440	51	выжигал свой	1	Norlist	
8_1_522	432	63	выжигал свой	1	Norlist	
8_1_523	395	58	выжигал свой	1	Norlist	
8_1_524	521	75	выжигал свой	1	Norlist	
8_1_525	484	74	выжигол свой	1	Norlist	
8_1_526	536	70	выжигал свой	1	Norlist	
8_1_527	555	65	выжигал свой	1	Norlist	
8_1_827	508	61	выжигал свой	1	Norlist	
8_1_828	635	114	выжигал свои	1	Norlist	
8_1_829	402	61	выжигал свой	1	Norlist	
8_1_834	409	88	выжигал свой	1	Norlist	
8_1_835	524	85	выжигал свой	1	Norlist	
8_1_836	471	50	выжигал свой	1	Norlist	
8_1_838	398	90	выжигал свой	1	Norlist	
8_1_839	548	78	выжигал свой	1	Norlist	
8_1_840	522	77	выжигал свои	1	Norlist	
8_1_841	409	71	выжигал свой	1	Norlist	
8_1_842	489	76	выжигал свой	1	Norlist	
8_1_843	462	66	выжигал свой	1	Norlist	
8_1_844	365	60	выжигал	1	Norlist	
8_1_845	418	68	выжигал свой	1	Norlist	
8_1_846	426	54	выжигал свой	1	Norlist	
8_1_847	455	84	выживал свой	1	Norlist	
8_1_848	396	71	выжигал свой	1	Norlist	
8_1_849	484	51	выжигал свой	1	Norlist	
8_1_850	510	66	выжигал свой	1	Norlist	
8_1_851	549	71	выжигал свой	1	Norlist	
8_1_852	480	68	выжигал свой	1	Norlist	
8_20_472	385	73	Что сказать мне	1	Norlist	
8_20_473	563	77	Что сказать мне	1	Daniyar Borisovich	
8_20_475	540	78	Что сказать мне	1	Norlist	
8_20_476	708	80	Что сказать мне	1	Daniyar Borisovich	
8_20_477	477	50	Что сказать	1	Daniyar Borisovich	
8_20_478	562	71	Что сказать мне	1	Norlist	
8_20_480_	602	82	Что сказать мне	1	Daniyar Borisovich	
8_20_481	594	74	Что сказать мня	1	Norlist	
8_20_482	817	72	Что сказать мне	1	Daniyar Borisovich	
8_20_483	579	71	Что сказать мне	1	Daniyar Borisovich	
8_20_484	575	76	Что сказать мне	1	Norlist	
8_20_485	554	84	Что сказать мне	1	Norlist	
8_20_487	549	57	Что сказать мне	1	Daniyar Borisovich	
8_20_488	599	60	Что сказать мне	1	Norlist	
8_20_489	658	87	Что сказать мне	1	Norlist	
8_20_490	570	79	Что сказать мне	1	Norlist	
8_20_491	569	90	Что сказать мне	1	Daniyar Borisovich	
8_20_492	616	80	Что сказать мне	1	Daniyar Borisovich	
8_20_493	499	99	Что сказать мне	1	Norlist	
8_20_494	632	64	Что сказать мне	1	Daniyar Borisovich	
8_20_495	571	81	Что сказать мне	1	Norlist	
8_20_496	537	71	Что сказать мне	1	Norlist	
8_20_497	510	40	Что сказать мне	1	Norlist	
8_20_498	716	77	Что сказать мне	1	Daniyar Borisovich	
8_20_501	488	65	Что сказать мне	1	Norlist	
8_20_502	640	92	Что сказать мне	1	Daniyar Borisovich	
8_20_503	538	104	Что сказать	1	Daniyar Borisovich	
8_20_504	583	83	Что сказать мне	1	Daniyar Borisovich	
8_20_505	609	90	Что сказать мне	1	Daniyar Borisovich	
8_20_506_	810	64	Что сказать мне	1	Daniyar Borisovich	
8_20_507_	602	88	Что сказать мне	1	Daniyar Borisovich	
8_20_508	624	66	Что сказать мне	1	Daniyar Borisovich	
8_20_509	526	61	Что сказать мне	1	Norlist	
8_20_511	683	104	Что сказать мне	1	Daniyar Borisovich	
8_20_512	622	80	Что сказать мне	1	Daniyar Borisovich	
8_20_513	484	92	Что сказать мне	1	Daniyar Borisovich	
8_20_514	666	67	Что сказать мне	1	Norlist	
8_20_515	657	87	Что сказать мне	1	Norlist	
8_20_516	628	72	Что сказать мне	1	Norlist	
8_20_517	566	62	Что сказать мне	1	Daniyar Borisovich	
8_20_519	367	64	Что сказать мне	1	Norlist	
8_20_521	588	51	Что сказать мне	1	Norlist	
8_20_522	515	71	Что сказать мне	1	Norlist	
8_20_523	526	87	Что сказать мне	1	Norlist	
8_20_525	631	64	Что сказать мне	1	Norlist	
8_20_526	660	87	Что сказать мне	1	Daniyar Borisovich	
8_20_527	652	72	Что сказать мне	1	Norlist	
8_20_827	537	81	Что сказать мне	1	Norlist	
8_20_828	596	84	Что сказать мне	1	Norlist	
8_20_829	475	72	Что сказать мне	1	Norlist	
8_20_831	667	106	Что сказать мне	1	Norlist	
8_20_832	490	90	Что сказать мне	1	Norlist	
8_20_833	535	63	Что сказать мне	1	Norlist	
8_20_834	540	79	Что сказать мне	1	Norlist	
8_20_835	513	99	Что сказать мне	1	Norlist	
8_20_837	618	76	Что сказать мне	1	Norlist	
8_20_838	454	66	Что сказать мне	1	Norlist	
8_20_839	614	112	Что сказать мне	1	Norlist	
8_20_840	547	79	Что скузат мне	1	Norlist	
8_20_841	510	67	Что сказать мне	1	Norlist	
8_20_842	592	72	Что сказать мне	1	Norlist	
8_20_843	557	81	Его сказал мне	1	Norlist	
8_20_845	542	67	Что сказать мне	1	Norlist	
8_20_846	555	78	Что сказать мне	1	Norlist	
