	width	height	description	moderatedBy
aug_1/aug_6_32_785	504	72	судьбу другому,	Norlist
aug_1/aug_6_32_787	442	78	судьбу другому,	Norlist
aug_1/aug_6_32_788	438	96	судьбу другому,	Norlist
aug_1/aug_6_32_789	490	76	судьбу другому	Norlist
aug_1/aug_6_32_791	470	81	судьбу другому,	Norlist
aug_1/aug_6_32_793	544	96	судьбу другому	Norlist
aug_1/aug_6_32_794	503	72	судьбу другому	Norlist
aug_1/aug_6_32_796	498	90	судьбу другому,	Norlist
aug_1/aug_6_32_797	533	89	судьбу другому,	Norlist
aug_1/aug_6_32_800	574	89	судьбу другому,	Norlist
aug_1/aug_6_33_362	526	67	прекрасное лицо	Norlist
aug_1/aug_6_33_367	550	64	прекрасное лицо.	Norlist
aug_1/aug_6_33_368	489	89	прекрасное лицо	Norlist
aug_1/aug_6_33_369	487	73	прекрасное лицо.	Norlist
aug_1/aug_6_33_370	465	86	прекрасное лицо	Norlist
aug_1/aug_6_33_372	501	59	прекрасное лицо	Norlist
aug_1/aug_6_33_374	526	64	прекрасное лицо	Norlist
aug_1/aug_6_33_375	521	58	прекрасное лицо.	Norlist
aug_1/aug_6_33_376	554	86	прекрасное лицо	Norlist
aug_1/aug_6_33_379	571	65	прекрасное лицо	Norlist
aug_1/aug_6_33_383	586	65	прекрасное лицо	Norlist
aug_1/aug_6_33_384	543	80	прекрасное лицо	Norlist
aug_1/aug_6_33_385	420	49	прекрасное лицо.	Norlist
aug_1/aug_6_33_386	363	51	прекрасное лицо.	Norlist
aug_1/aug_6_33_387	487	56	прекрасное лицо	Norlist
aug_1/aug_6_33_388	567	85	прекрасное лицо.	Norlist
aug_1/aug_6_33_390	564	70	прекрасное лицо	Norlist
aug_1/aug_6_33_393	519	96	прекрасное лицо	Daniyar Borisovich
aug_1/aug_6_33_398	511	73	прекрасное лицо	Norlist
aug_1/aug_6_33_402	559	73	прекрасное лицо.	Norlist
aug_1/aug_6_33_405	527	86	прекрасное лицо	Norlist
aug_1/aug_6_33_406	548	69	прекрасное лицо	Norlist
aug_1/aug_6_33_407	303	55	прекрасное лицо.	Norlist
aug_1/aug_6_33_408	600	84	прекрасное лицо.	Norlist
aug_1/aug_6_33_410	566	84	прекрасное лицо	Norlist
aug_1/aug_6_33_412	527	61	прекрасное лицо.	Norlist
aug_1/aug_6_33_414	500	85	прекрасное лицо	Norlist
aug_1/aug_6_33_415	544	76	Прекрасное лицо.	Norlist
aug_1/aug_6_33_416	528	66	прекрасное лицо	Daniyar Borisovich
aug_1/aug_6_33_417	600	69	прекрасное лицо.	Norlist
aug_1/aug_6_33_418	474	76	прекрасное лицо.	Norlist
aug_1/aug_6_33_777	593	50	прекрасное лицо	Norlist
aug_1/aug_6_33_780	571	70	прекрасное лицо.	Norlist
aug_1/aug_6_33_781	418	55	прекрасное лицо	Norlist
aug_1/aug_6_33_782	510	84	прекрасное лицо.	Norlist
aug_1/aug_6_33_783	598	60	прекрасное лицо.	Norlist
aug_1/aug_6_33_784_	535	64	прекрасное лицо	Norlist
aug_1/aug_6_33_785	555	45	прекрасное лицо	Norlist
aug_1/aug_6_33_786	487	79	прекрасное лицо	Norlist
aug_1/aug_6_33_787	443	54	прекрасное лицо.	Norlist
aug_1/aug_6_33_788	516	64	прекрасное лицо.	Norlist
aug_1/aug_6_33_789	504	52	прекрасное лицо	Norlist
aug_1/aug_6_33_791	545	58	прекрасное лицо.	Norlist
aug_1/aug_6_33_796	476	53	прекрасное лицо.	Norlist
aug_1/aug_6_33_797	586	57	прекрасное лицо.	Norlist
aug_1/aug_6_33_799	552	74	прекрасное лицо	Norlist
aug_1/aug_6_34_362	592	54	проклятым роем...	Norlist
aug_1/aug_6_34_368	475	77	проклятым роем	Norlist
aug_1/aug_6_34_369	516	94	проклятым роем.	Norlist
aug_1/aug_6_34_370	565	64	проклятым роем	Norlist
aug_1/aug_6_34_374	546	73	проклятым роем.	Norlist
aug_1/aug_6_34_375	570	57	проклятым роем	Norlist
aug_1/aug_6_34_376	526	74	проклятым роем	Norlist
aug_1/aug_6_34_385	491	52	проклятым роем...	Norlist
aug_1/aug_6_34_386	370	49	проклятым роем..	Norlist
aug_1/aug_6_34_387	505	56	проклятым роем	Norlist
aug_1/aug_6_34_390	578	75	проклятым роем	Norlist
aug_1/aug_6_34_393	538	94	проклятым роем	Daniyar Borisovich
aug_1/aug_6_34_398	556	79	проклятым роем.	Norlist
aug_1/aug_6_34_400	453	94	проклятым роем	Daniyar Borisovich
aug_1/aug_6_34_402	541	92	проклятым роем	Norlist
aug_1/aug_6_34_404	600	70	проклятым роем	Norlist
aug_1/aug_6_34_405	581	72	проклятым роем...	Norlist
aug_1/aug_6_34_407	383	62	проклятьем роем...	Norlist
aug_1/aug_6_34_412	583	65	проклятым роем...	Norlist
aug_1/aug_6_34_414	575	86	проклятым роем	Norlist
aug_1/aug_6_34_415	587	65	проклятым роем...	Norlist
aug_1/aug_6_34_416	567	70	проклятым роем.	Daniyar Borisovich
aug_1/aug_6_34_418	486	58	проклятым роем.	Norlist
aug_1/aug_6_34_777	588	58	проклятым роем.	Norlist
aug_1/aug_6_34_779	528	82	проклятым роем.	Norlist
aug_1/aug_6_34_781	426	48	проклятым роем	Norlist
aug_1/aug_6_34_782	492	82	проклятым роем	Norlist
aug_1/aug_6_34_787	507	54	проклятым роем...	Norlist
aug_1/aug_6_34_789	477	59	проклятым роем	Norlist
aug_1/aug_6_34_791	566	61	проклятым роем...	Norlist
aug_1/aug_6_34_796	469	57	проклятым роем	Norlist
aug_1/aug_6_34_797	587	58	проклятым роем	Norlist
aug_1/aug_6_34_799	588	87	проклятым роем...	Norlist
aug_1/aug_6_35_385	548	55	терзали жизнь мою...	Norlist
aug_1/aug_6_35_386	519	53	терзали жизнь мою...	Norlist
aug_1/aug_6_35_407	430	52	терзали жизнь мою.	Norlist
aug_1/aug_6_35_781	543	57	терзали жизнь мою	Norlist
aug_1/aug_6_36_362	417	61	пред аналоем,	Norlist
aug_1/aug_6_36_363	482	82	пред анолом,	Norlist
aug_1/aug_6_36_364	524	88	пред аналоем,	Norlist
aug_1/aug_6_36_367	469	85	пред аналоем,	Norlist
aug_1/aug_6_36_368	423	69	пред аналоем,	Norlist
aug_1/aug_6_36_369	402	67	пред аналоем	Norlist
aug_1/aug_6_36_370	431	89	пред аналоем,	Norlist
aug_1/aug_6_36_372	484	62	пред аналоем,	Norlist
aug_1/aug_6_36_373	567	89	пред аналоем,	Norlist
aug_1/aug_6_36_374	392	67	пред аналоем,	Norlist
aug_1/aug_6_36_375	426	58	пред аналоем	Norlist
aug_1/aug_6_36_376	434	73	пред аналоем,	Norlist
aug_1/aug_6_36_379	513	68	пред аналоем,	Norlist
aug_1/aug_6_36_383	508	62	пред аналоем	Norlist
aug_1/aug_6_36_384	559	100	пред аналоем,	Norlist
aug_1/aug_6_36_385	392	51	пред аналоем,	Norlist
aug_1/aug_6_36_386	319	56	пред аналоем,	Norlist
aug_1/aug_6_36_387	494	60	пред аналоем,	Norlist
aug_1/aug_6_36_388	515	80	пред аналоем,	Norlist
aug_1/aug_6_36_389	592	62	пред аналоем,	Norlist
aug_1/aug_6_36_390	468	78	пред аналоем,	Norlist
aug_1/aug_6_36_392	569	80	перед аналоем,	Daniyar Borisovich
aug_1/aug_6_36_393	443	89	пред аналоем	Daniyar Borisovich
aug_1/aug_6_36_398	423	77	пред аналоем,	Norlist
aug_1/aug_6_36_401	599	77	пред аналоем,	Daniyar Borisovich
aug_1/aug_6_36_402	430	66	пред аналоем	Norlist
aug_1/aug_6_36_404	534	73	пред аналоем,	Norlist
aug_1/aug_6_36_406	443	57	пред аналоем	Norlist
aug_1/aug_6_36_407	285	57	пред аналоем	Norlist
aug_1/aug_6_36_408	550	85	пред аналоем,	Norlist
aug_1/aug_6_36_410	484	97	пред аналоем	Norlist
aug_1/aug_6_36_411	483	53	пред аналоем,	Norlist
aug_1/aug_6_36_412	419	74	пред аналоем,	Norlist
aug_1/aug_6_36_413	514	80	пред аналоем,	Norlist
aug_1/aug_6_36_414	406	78	пред аналоем,	Norlist
aug_1/aug_6_36_415	463	63	пред аналоем,	Norlist
aug_1/aug_6_36_416	441	68	пред аналоем,	Daniyar Borisovich
aug_1/aug_6_36_417	547	75	пред аналоем,	Norlist
aug_1/aug_6_36_418	451	71	перед аналоем	Norlist
aug_1/aug_6_36_480	482	49	пред аналоем,	Norlist
aug_1/aug_6_36_774	581	86	перед аналоем,	Norlist
aug_1/aug_6_36_775	535	91	перед аналоем	Norlist
aug_1/aug_6_36_777	482	66	пред аналоем,	Norlist
aug_1/aug_6_36_778	504	78	пред аналоем	Norlist
aug_1/aug_6_36_780	528	74	пред аналоем,	Norlist
aug_1/aug_6_36_781	367	53	пред аналоем	Norlist
aug_1/aug_6_36_782	443	85	пред аналоем,	Norlist
aug_1/aug_6_36_783	494	76	пред аналоем,	Norlist
aug_1/aug_6_36_784_	446	94	пред аналоем	Norlist
aug_1/aug_6_36_785	460	53	пред аналоем,	Norlist
aug_1/aug_6_36_786	442	88	пред аналоем	Norlist
aug_1/aug_6_36_787	427	65	пред аналоем,	Norlist
aug_1/aug_6_36_788	423	67	пред аналоем,	Norlist
aug_1/aug_6_36_789	446	68	пред аналоем	Norlist
aug_1/aug_6_36_791	469	54	пред аналоем,	Norlist
aug_1/aug_6_36_793	545	78	пред аналоем	Norlist
aug_1/aug_6_36_794	543	64	пред аналоем,	Norlist
aug_1/aug_6_36_796	372	77	пред аналоем,	Norlist
aug_1/aug_6_36_797	504	62	пред аналоем,	Norlist
aug_1/aug_6_36_798	584	57	пред аналоем,	Norlist
aug_1/aug_6_36_799	511	86	пред аналоем,	Norlist
aug_1/aug_6_36_800	537	92	пред аналоем,	Norlist
aug_1/aug_6_37_362	144	90	тебя,	Norlist
aug_1/aug_6_37_363	183	69	тебя,	Norlist
aug_1/aug_6_37_364	172	65	тебя,	Norlist
aug_1/aug_6_37_366	206	76	тебя,	Daniyar Borisovich
aug_1/aug_6_37_367	156	60	тебя,	Norlist
aug_1/aug_6_37_368	145	55	тебя,	Norlist
aug_1/aug_6_37_369	141	65	тебя,	Norlist
aug_1/aug_6_37_370	165	79	тебя,	Norlist
aug_1/aug_6_37_372	176	69	тебя,	Norlist
aug_1/aug_6_37_373	190	78	тебя,	Norlist
aug_1/aug_6_37_374	180	60	тебя,	Norlist
aug_1/aug_6_37_375	152	48	тебя,	Norlist
aug_1/aug_6_37_376	178	89	тебя,	Norlist
aug_1/aug_6_37_377	155	86	тебя,	Norlist
aug_1/aug_6_37_378	255	77	тебя,	Norlist
aug_1/aug_6_37_379	166	62	тебя,	Norlist
aug_1/aug_6_37_381	230	69	тебя,	Norlist
aug_1/aug_6_37_382	284	87	тебя,	Norlist
aug_1/aug_6_37_383	162	59	тебя	Norlist
aug_1/aug_6_37_384	197	89	тебя,	Norlist
aug_1/aug_6_37_385	133	44	тебя,	Norlist
aug_1/aug_6_37_386	113	47	тебя,	Norlist
aug_1/aug_6_37_387	174	49	тебя,	Norlist
aug_1/aug_6_37_388	173	88	тебя,	Norlist
aug_1/aug_6_37_389	232	50	тебя	Norlist
aug_1/aug_6_37_390	164	64	тебя,	Norlist
aug_1/aug_6_37_391	222	70	тебя,	Norlist
aug_1/aug_6_37_392	196	72	тебя,	Daniyar Borisovich
aug_1/aug_6_37_393	162	78	тебя	Daniyar Borisovich
aug_1/aug_6_37_394	187	57	тебя,	Daniyar Borisovich
aug_1/aug_6_37_395	157	64	тебя,	Daniyar Borisovich
aug_1/aug_6_37_398	145	80	тебя,	Norlist
aug_1/aug_6_37_399	220	82	тебя,	Norlist
aug_1/aug_6_37_401	190	63	тебя,	Daniyar Borisovich
aug_1/aug_6_37_402	155	74	тебя,	Norlist
aug_1/aug_6_37_407	111	44	тебя,	Norlist
aug_1/aug_6_37_408	195	60	тебя,	Norlist
aug_1/aug_6_37_409	231	68	тебя,	Norlist
aug_1/aug_6_37_410	203	56	тебя,	Norlist
aug_1/aug_6_37_411	182	66	тебя,	Norlist
aug_1/aug_6_37_413	195	75	тебя,	Norlist
aug_1/aug_6_37_414	144	77	тебя,	Norlist
aug_1/aug_6_37_415	189	85	тебя,	Norlist
aug_1/aug_6_37_416	159	62	тебя,	Daniyar Borisovich
aug_1/aug_6_37_417	185	77	тебя,	Norlist
aug_1/aug_6_37_418	146	43	тебя	Norlist
aug_1/aug_6_37_480	198	37	тебя,	Norlist
aug_1/aug_6_37_774	163	62	тебя,	Norlist
aug_1/aug_6_37_775	195	72	тебм	Norlist
aug_1/aug_6_37_777	179	62	тебя,	Norlist
aug_1/aug_6_37_778	182	59	тебя	Norlist
aug_1/aug_6_37_780	195	76	тебя,	Norlist
aug_1/aug_6_37_781	89	36	тебя	Norlist
aug_1/aug_6_37_782	147	80	тебя,	Norlist
aug_1/aug_6_37_783	182	72	тебя,	Norlist
aug_1/aug_6_37_784_	163	59	тебя	Norlist
aug_1/aug_6_37_785	176	47	тебя,	Norlist
aug_1/aug_6_37_786	177	58	тебя,	Norlist
aug_1/aug_6_37_787	135	49	тебя,	Norlist
aug_1/aug_6_37_788	204	81	тебя,	Norlist
aug_1/aug_6_37_789	138	47	тебя	Norlist
aug_1/aug_6_37_791	194	80	тебя,	Norlist
aug_1/aug_6_37_793	188	66	тебя	Norlist
aug_1/aug_6_37_794	246	55	тебя,	Norlist
aug_1/aug_6_37_796	160	72	тебя,	Norlist
aug_1/aug_6_37_797	151	55	тебя,	Norlist
aug_1/aug_6_37_798	228	68	тебя,	Norlist
aug_1/aug_6_37_799	193	62	тебя,	Norlist
aug_1/aug_6_37_800	178	80	тебя,	Norlist
aug_1/aug_6_38_362	205	62	свою...	Norlist
aug_1/aug_6_38_364	207	59	свою...	Norlist
aug_1/aug_6_38_365_	315	81	свою...	Daniyar Borisovich
aug_1/aug_6_38_366	235	81	свою...	Daniyar Borisovich
aug_1/aug_6_38_367	199	52	свою...	Norlist
aug_1/aug_6_38_368	197	56	свою...	Norlist
aug_1/aug_6_38_369	192	54	свою...	Norlist
aug_1/aug_6_38_370	183	79	свою...	Norlist
aug_1/aug_6_38_371_	277	98	свою...	Daniyar Borisovich
aug_1/aug_6_38_372	126	59	свою	Norlist
aug_1/aug_6_38_373	243	66	свою...	Norlist
aug_1/aug_6_38_374	202	52	свою...	Norlist
aug_1/aug_6_38_375	194	42	свою...	Norlist
aug_1/aug_6_38_376	166	62	свою...	Norlist
aug_1/aug_6_38_377	221	61	свою...	Norlist
aug_1/aug_6_38_378	240	60	свою...	Norlist
aug_1/aug_6_38_379	222	53	свою...	Norlist
aug_1/aug_6_38_380	217	34	свою...	Norlist
aug_1/aug_6_38_381	256	65	свою...	Norlist
aug_1/aug_6_38_382	352	62	свою...	Norlist
aug_1/aug_6_38_383	246	75	свою...	Norlist
aug_1/aug_6_38_384	234	61	свою...	Norlist
aug_1/aug_6_38_385	171	43	свою...	Norlist
aug_1/aug_6_38_386	129	44	свою...	Norlist
aug_1/aug_6_38_387	222	50	свою...	Norlist
aug_1/aug_6_38_388	176	75	свою...	Norlist
aug_1/aug_6_38_389	255	54	свою...	Norlist
aug_1/aug_6_38_390	216	57	свою...	Norlist
aug_1/aug_6_38_391	230	73	свою..	Norlist
aug_1/aug_6_38_392	274	61	свою...	Daniyar Borisovich
aug_1/aug_6_38_393	139	66	свою	Daniyar Borisovich
aug_1/aug_6_38_394	229	68	свою...	Daniyar Borisovich
aug_1/aug_6_38_395	248	60	свою...	Daniyar Borisovich
aug_1/aug_6_38_397	296	92	свою...	Daniyar Borisovich
aug_1/aug_6_38_398	186	60	свою...	Norlist
aug_1/aug_6_38_399	310	65	свою...	Norlist
aug_1/aug_6_38_400	149	85	свою...	Daniyar Borisovich
aug_1/aug_6_38_401	245	75	свою...	Daniyar Borisovich
aug_1/aug_6_38_402	222	53	свою...	Norlist
aug_1/aug_6_38_403	129	75	свою...	Daniyar Borisovich
aug_1/aug_6_38_404	251	57	свою...	Norlist
aug_1/aug_6_38_405	187	62	свою...	Norlist
aug_1/aug_6_38_406	139	47	свою	Norlist
aug_1/aug_6_38_407	116	51	свою..	Norlist
aug_1/aug_6_38_408	164	54	свою..	Norlist
aug_1/aug_6_38_409	291	54	свою...	Norlist
aug_1/aug_6_38_410	227	66	свою...	Norlist
aug_1/aug_6_38_411	274	48	свою...	Norlist
aug_1/aug_6_38_412	213	65	свою...	Norlist
aug_1/aug_6_38_413	249	51	свою...	Norlist
aug_1/aug_6_38_414	215	59	свою...	Norlist
aug_1/aug_6_38_415	221	55	свою...	Norlist
aug_1/aug_6_38_416	211	62	свою...	Daniyar Borisovich
aug_1/aug_6_38_417	198	53	свою...	Norlist
aug_1/aug_6_38_418	216	49	свою..	Norlist
aug_1/aug_6_38_774	195	51	свою...	Norlist
aug_1/aug_6_38_776	137	76	свою	Norlist
aug_1/aug_6_38_777	222	52	свою...	Norlist
aug_1/aug_6_38_778	188	65	свою	Norlist
aug_1/aug_6_38_779	159	74	свою...	Norlist
aug_1/aug_6_38_780	264	75	свою...	Norlist
aug_1/aug_6_38_781	105	47	свою	Norlist
aug_1/aug_6_38_782	193	56	свою...	Norlist
aug_1/aug_6_38_783	243	66	свою...	Norlist
aug_1/aug_6_38_784_	151	76	свою	Norlist
aug_1/aug_6_38_785	190	41	свою...	Norlist
aug_1/aug_6_38_786	206	86	свою...	Norlist
aug_1/aug_6_38_787	151	57	свою...	Norlist
aug_1/aug_6_38_788	195	77	свою...	Norlist
aug_1/aug_6_38_789	148	76	свою	Norlist
aug_1/aug_6_38_791	210	80	свою...	Norlist
aug_1/aug_6_38_792	302	68	свою...	Norlist
aug_1/aug_6_38_793	177	63	свою	Norlist
aug_1/aug_6_38_794	230	61	свою..	Norlist
aug_1/aug_6_38_796	219	41	свою....	Norlist
aug_1/aug_6_38_797	196	39	свою...	Norlist
aug_1/aug_6_38_798	274	78	свою...	Norlist
aug_1/aug_6_38_799	201	78	свою...	Norlist
aug_1/aug_6_38_800	203	66	свою...	Norlist
aug_1/aug_6_39_385	582	64	но ты не оглянулась,	Norlist
aug_1/aug_6_39_386	528	55	но ты не оглянулась,	Norlist
aug_1/aug_6_39_407	450	66	но ты не оглянулась,	Norlist
